M 153.837999961 115.000000055
L 175.161999907 115.000000055
L 175.161999907 103.000000014
L 153.837999961 103.000000014
L 153.837999961 115.000000055

M 153.944620031 114.111999976
L 164.393379996 114.111999976
L 164.393379996 108.231999988
L 153.944620031 108.231999988
L 153.944620031 114.111999976

M 164.606619871 109.672000109
L 175.055380101 109.672000109
L 175.055380101 103.792000121
L 164.606619871 103.792000121
L 164.606619871 109.672000109

M 159.973729208 111.715180678
L 159.973729208 110.081393618

M 159.975316706 110.67441064
L 159.972172164 110.62079984
L 159.962738536 110.568658772
L 159.947015824 110.517987437
L 159.925004026 110.468785834
L 159.896703144 110.421053963
L 159.862113176 110.374791823
L 159.821234124 110.329999416
L 159.774065986 110.286676741
L 159.720608764 110.244823799
L 159.660862456 110.204440588
L 159.605406124 110.171320496
L 159.549778871 110.141686729
L 159.493980698 110.115539287
L 159.438011604 110.092878171
L 159.381871589 110.073703381
L 159.325560654 110.058014916
L 159.269078798 110.045812777
L 159.212426021 110.037096963
L 159.155602324 110.031867475
L 159.098607706 110.030124312
L 159.034777216 110.032790324
L 158.9724848 110.040788361
L 158.911730458 110.054118423
L 158.85251419 110.07278051
L 158.794835995 110.096774622
L 158.738695875 110.126100758
L 158.684093828 110.160758919
L 158.631029855 110.200749105
L 158.579503957 110.246071315
L 158.529516132 110.296725551
L 158.483732531 110.349345098
L 158.442768256 110.403297657
L 158.406623308 110.458583228
L 158.375297686 110.515201809
L 158.348791391 110.573153403
L 158.327104422 110.632438007
L 158.310236779 110.693055624
L 158.298188463 110.755006252
L 158.290959473 110.818289891
L 158.28854981 110.882906542
L 158.290942408 110.955640816
L 158.298120201 111.026187592
L 158.310083189 111.09454687
L 158.326831372 111.160718649
L 158.348364751 111.224702931
L 158.374683324 111.286499714
L 158.405787093 111.346108999
L 158.441676057 111.403530786
L 158.482350217 111.458765075
L 158.527809571 111.511811866
L 158.578241234 111.562141402
L 158.631099705 111.607173093
L 158.686384985 111.646906938
L 158.744097072 111.681342936
L 158.804235968 111.710481089
L 158.866801672 111.734321396
L 158.931794184 111.752863857
L 158.999213504 111.766108472
L 159.069059633 111.77405524
L 159.141332569 111.776704163
L 159.196976941 111.774362858
L 159.252484628 111.767338941
L 159.307855633 111.755632414
L 159.363089953 111.739243275
L 159.41818759 111.718171525
L 159.473148544 111.692417164
L 159.527972814 111.661980191
L 159.5826604 111.626860608
L 159.637211303 111.587058414
L 159.691625522 111.542573608
L 159.745526847 111.493389097
